"date","PM2.5","PM10","CO","NO2","SO2","O3"
2016010207,1,0.260100502512563,0.506573859242072,0.46604383758534,0.0952508720150255,0.0113074204946996
2016010208,1,0.255108877721943,0.548337200309358,0.495149119655047,0.108129863160719,0.0113074204946996
2016010209,1,0.256281407035176,0.637277648878577,0.535034135824652,0.123960289777301,0.014605418138987
2016010300,1,0.526998629511192,0.766434648105181,0.832914121451669,0.12744834987926,0.0183745583038869
2016010301,1,0.541485203796762,0.788089713843774,0.765001796622348,0.117252481888919,0.0167255594817432
2016010310,0,0.176884422110553,0.310131477184841,0.273445921667266,0.0555406493158038,0.0235571260306242
2016010311,0,0.155778894472362,0.274555297757154,0.265181458857349,0.0759323852964852,0.0428739693757361
2016010312,0,0.225125628140704,0.245939675174014,0.264462809917355,0.105446740005366,0.0624263839811541
2016010315,0,0.132663316582915,0.177880897138438,0.29500538986705,0.100348806010196,0.0857479387514722
2016010316,0,0.188274706867671,0.191802010827533,0.335249730506648,0.0818352562382616,0.0577149587750294
2016010317,1,0.198492462311558,0.212683681361176,0.375134746676249,0.060638583310974,0.0237926972909305
2016010319,1,0.229145728643216,0.25522041763341,0.394538268056055,0.0515159645827745,0.00777385159010601
2016010302,1,0.500125628140703,0.788089713843774,0.70894717930291,0.0976656828548433,0.0169611307420494
2016010320,1,0.236180904522613,0.279195668986852,0.390585698886094,0.0499060906895629,0.00777385159010601
2016010321,1,0.22713567839196,0.317092034029389,0.385555156306145,0.0469546552186747,0.00848056537102472
2016010323,1,0.27035175879397,0.414539829853054,0.400287459575997,0.0512476522672391,0.00918727915194347
2016010303,1,0.55678391959799,0.690641918020108,0.635285662953647,0.103836866112155,0.0160188457008245
2016010304,1,0.535678391959799,0.568445475638052,0.506288178224937,0.0971290582237725,0.0118178248920298
2016010401,1,0.240201005025126,0.467904098994587,0.404599353215954,0.0480279044808159,0.00942285041224971
2016010410,0,0.0126633165829146,0.0411089297400202,0.124740871776445,0.0118676601102145,0.133695750656881
2016010411,0,0.00603015075376884,0.0377773811648522,0.112357997733492,0.00897814286598833,0.147902509739965
2016010412,0,0.0103852596314908,0.0327800583021,0.0872052848337434,0.00782233596829787,0.170227416870526
2016010413,0,0.0311557788944724,0.0361116068772681,0.0883661792752701,0.00955604631483354,0.170988493249977
2016010414,0,0.0104522613065327,0.0361116068772681,0.0968794051798004,0.0118676601102145,0.165660958593821
2016010415,0,0.0306532663316583,0.0378963650425367,0.108875314408911,0.0123423665146231,0.160188457008245
2016010416,0,0.0110552763819095,0.0363495746326372,0.116061803808839,0.0112691172524819,0.15736160188457
2016010417,0,0.0159547738693467,0.0440835266821346,0.149119655048509,0.0139522404078348,0.133333333333333
2016010418,0,0.018730013704888,0.0510440835266821,0.186489399928135,0.0166353635631876,0.107891637220259
2016010419,0,0.0187604690117253,0.0541376643464811,0.202659001077973,0.019855111349611,0.0968197879858658
2016010420,0,0.0217755443886097,0.0479505027068832,0.176787639238232,0.0150254896699759,0.107656065959953
2016010421,0,0.0241206030150754,0.0425367362722351,0.162414660438376,0.00965924335927019,0.11472320376914
2016010422,0,0.0753768844221105,0.0448569218870843,0.163492633848365,0.0110008049369466,0.107891637220259
2016010403,0,0.296482412060302,0.244392884764114,0.324829320876752,0.0595653340488328,0.0240282685512367
2016010405,0,0.00452261306532663,0.0518174787316318,0.0955803090190445,0.0201234236651463,0.14228504122497
2016010406,0,0.00301507537688442,0.0464037122969837,0.107078692058929,0.017976925140864,0.140871613663133
2016010407,0,0.0207035175879397,0.0502706883217324,0.136183974128638,0.0169036758787229,0.125559481743227
2016010408,0,0.0165372316126085,0.0502706883217324,0.161336687028387,0.01422055272337,0.110247349823321
2016010409,0,0.0146185472818638,0.0479505027068832,0.150556952928495,0.0136839280922994,0.116843345111896
2016010500,0,0.00402010050251256,0.0409899458623356,0.12504491555875,0.0112691172524819,0.125559481743227
2016010501,0,0.0190954773869347,0.0363495746326372,0.104563420768954,0.00885430641266436,0.128386336866902
2016010510,0,0.0258291457286432,0.0734725444702242,0.154150197628459,0.0292047635755712,0.0839720938660868
2016010511,0,0.0265613783201723,0.0726991492652745,0.134746676248652,0.0281727931312047,0.101531213191991
2016010512,0,0.0253266331658291,0.0688321732405258,0.137261947538627,0.0262946069224578,0.107656065959953
2016010513,0,0.0327191513121162,0.0765661252900232,0.152353575278476,0.0346122887040516,0.106713780918728
2016010514,0,0.050251256281407,0.0804331013147718,0.159180740208408,0.0469546552186747,0.108833922261484
2016010515,0,0.0501675041876047,0.0881670533642691,0.187208048868128,0.0547357123691977,0.0970553592461718
2016010516,0,0.0603788171627368,0.0989945862335653,0.224577793747754,0.062516769519721,0.073733804475854
2016010517,0,0.0758793969849246,0.110595514307812,0.270571325907294,0.0644568739551299,0.0442873969375735
2016010518,0,0.0949030868628858,0.122196442382057,0.302910528206971,0.0665414542527503,0.0277974087161365
2016010519,0,0.115003589375448,0.139984532095901,0.333093783686669,0.0799570700295146,0.015547703180212
2016010502,0,0.00361809045226131,0.0324825986078886,0.0898311174991017,0.00965924335927019,0.126266195524146
2016010520,0,0.127925340990667,0.153905645784996,0.330578512396695,0.0995438690635902,0.0110718492343934
2016010521,0,0.147810480976311,0.180201082753287,0.332734459216673,0.0976656828548433,0.00871613663133096
2016010522,0,0.155132806891601,0.230471771075019,0.338483650736615,0.0922994365441373,0.00824499411071849
2016010523,0,0.149820531227567,0.275328692962104,0.33704635285663,0.0880064394955729,0.0089517078916372
2016010503,0,0.00536013400335005,0.0293890177880897,0.0826446280991737,0.00885430641266436,0.123910482921084
2016010504,0,0.0100502512562814,0.0309358081979891,0.0819259791591806,0.0110008049369466,0.114055751864939
2016010505,0,0.0115577889447236,0.0340293890177881,0.0869565217391303,0.0118057418835525,0.106478209658422
2016010506,0,0.012395309882747,0.0394431554524362,0.101688825008983,0.0136839280922994,0.0977620730270905
2016010507,0,0.0122613065326633,0.0533642691415313,0.156306144448437,0.0185135497719346,0.0621908127208481
2016010508,0,0.028643216080402,0.062645011600928,0.190082644628099,0.0228065468204991,0.0419316843345111
2016010509,0,0.0288716308816811,0.0711523588553751,0.175709665828243,0.0279044808156695,0.056537102473498
2016010600,0,0.154851178971782,0.277648878576953,0.334890406036651,0.0855916286557556,0.00800942285041225
2016010601,0,0.151842546063651,0.280742459396752,0.340280273086597,0.0855916286557556,0.00824499411071849
2016010610,0,0.0580595284112872,0.180974477958237,0.223859144807762,0.0882747518111083,0.0381625441696114
2016010611,0,0.0333668341708543,0.124516627996907,0.154868846568451,0.0609068956265094,0.0850412249705536
2016010612,0,0.0234505862646566,0.0843000773395205,0.117001575499599,0.0450764690099277,0.128621908127208
2016010613,0,0.0236637734125171,0.0572312451662799,0.0837226015091628,0.0222699221894285,0.15736160188457
2016010614,0,0.0217240046385775,0.0494972931167827,0.0761767876392383,0.0190501744030051,0.168669022379269
2016010615,0,0.0246231155778894,0.0417633410672853,0.0768954365792309,0.0136839280922994,0.172202591283863
2016010616,0,0.0249102656137832,0.0394431554524362,0.0927057132590731,0.0139522404078348,0.16301531213192
2016010617,0,0.0312993539124192,0.0386697602474865,0.113187208048868,0.0128789911456936,0.14793875147232
2016010618,0,0.0314429289303661,0.0409899458623356,0.13402802730866,0.0126106788301583,0.131919905771496
2016010619,0,0.0323761665470208,0.045630317092034,0.145526410348545,0.0155621143010464,0.12037691401649
2016010602,0,0.155376884422111,0.266821345707657,0.31800215594682,0.0719077005634559,0.00848056537102472
2016010620,0,0.0235463029432878,0.0510440835266821,0.167085878548329,0.0174403005097934,0.102002355712603
2016010621,0,0.0350323043790381,0.0440835266821346,0.143729787998563,0.0155621143010464,0.11095406360424
2016010622,0,0.0340990667623833,0.0417633410672853,0.128638160258714,0.0169036758787229,0.115901060070671
2016010623,0,0.0283560660445082,0.0378963650425367,0.118217750628818,0.0144888650389053,0.114252061248527
2016010603,0,0.149581239530988,0.220417633410673,0.277757815307223,0.0499060906895629,0.0103651354534747
2016010604,0,0.115376884422111,0.20030935808198,0.256916996047431,0.0397102226992218,0.00879466038476639
2016010605,0,0.085427135678392,0.187161639597834,0.243981315127561,0.0327341024953046,0.0122497055359246
2016010606,0,0.0904522613065327,0.169373549883991,0.242544017247575,0.0308559162865576,0.0143698468786808
2016010607,0,0.0455132806891601,0.159378904158487,0.257082838110506,0.0326721842686427,0.00837184017396031
2016010608,0,0.0501076812634602,0.205723124516628,0.273805246137262,0.0694928897236385,0.00683156654888103
2016010609,0,0.067767408470926,0.211910286156226,0.263384836507366,0.0933726858062785,0.0122497055359246
2016010700,0,0.0219669777458723,0.0394431554524362,0.122170319798778,0.0150254896699759,0.108598351001178
2016010701,0,0.0201005025125628,0.0409899458623356,0.112827883578872,0.0158304266165817,0.106007067137809
2016010710,0,0.0182579564489113,0.0466615106986337,0.107617678763924,0.0219568911546374,0.116804083235179
2016010711,0,0.0185211773151471,0.0417633410672853,0.0822853036291771,0.0203917359806815,0.135689045936395
2016010712,0,0.0133745651333591,0.0355761794276875,0.0679123248293211,0.0155621143010464,0.151001177856301
2016010713,0,0.0126633165829146,0.0348027842227378,0.070427596119296,0.0150254896699759,0.155948174322733
2016010714,0,0.00829145728643216,0.0363495746326372,0.0711462450592886,0.0158304266165817,0.159717314487632
2016010715,0,0.00896147403685096,0.0332559938128383,0.0790513833992097,0.0163670512476523,0.157832744405183
2016010716,0,0.0124257651895843,0.0324825986078886,0.0855192238591451,0.01422055272337,0.15924617196702
2016010717,0,0.0135291843834558,0.0340293890177881,0.103485447358965,0.0131473034612289,0.147703180212014
2016010718,0,0.0180131426362582,0.0409899458623356,0.143729787998563,0.0190501744030051,0.118256772673734
2016010719,0,0.0194544149318019,0.0479505027068832,0.172475745598275,0.0254896699758519,0.0977620730270905
2016010702,0,0.0192390524048815,0.037122969837587,0.104563420768954,0.017976925140864,0.105771495877503
2016010720,0,0.0251256281407035,0.0549110595514308,0.189723320158103,0.0319291655486988,0.0871613663133096
2016010721,0,0.0324958123953098,0.0649651972157773,0.227452389507726,0.0391735980681514,0.0595995288574794
2016010722,0,0.0278314650173947,0.0703789636504254,0.245777937477542,0.04266165817011,0.0471142520612485
2016010723,0,0.0203517587939698,0.0665119876256767,0.212360761767877,0.0372954118594044,0.0636042402826855
2016010703,0,0.0124468496327793,0.0332559938128383,0.0905497664390948,0.0147571773544406,0.115429917550059
2016010704,0,0.00792853154662201,0.0332559938128383,0.0901904419690982,0.0134156157767642,0.11762858264625
2016010705,0,0.00658849804578452,0.0386697602474865,0.0970176068990297,0.0166353635631876,0.111189634864546
2016010706,0,0.00847092605886573,0.0425367362722351,0.109593963348904,0.0195867990340757,0.107656065959953
2016010707,0,0.0130653266331658,0.0502706883217324,0.15199425080848,0.0238797960826402,0.0869257950530036
2016010708,0,0.0153494746459571,0.0603248259860789,0.193316564858067,0.0262946069224578,0.0591283863368667
2016010709,0,0.01747197526092,0.0587780355761795,0.160258713618397,0.0228065468204991,0.0791519434628974
2016010800,0,0.0191868433074463,0.0603248259860789,0.18900467121811,0.037027099543869,0.0697290930506476
2016010801,0,0.0176437744276941,0.0641918020108276,0.190801293568092,0.036758787228334,0.0687868080094229
2016010810,0,0.0337401292175162,0.0726991492652745,0.172835070068272,0.0359538502817278,0.0791519434628974
2016010811,0,0.0240488155061019,0.065738592420727,0.146245059288538,0.0308559162865576,0.103886925795053
2016010812,0,0.0161641541038526,0.0479505027068832,0.0887531440891125,0.0201234236651463,0.148409893992933
2016010813,0,0.0117252931323283,0.0433101314771848,0.0711462450592886,0.0171719881942581,0.163486454652532
2016010814,0,0.00976310122038764,0.0402165506573859,0.0822853036291771,0.0155621143010464,0.163957597173145
2016010815,0,0.0111325860069579,0.0417633410672853,0.0819259791591806,0.0182452374563993,0.165842167255595
2016010816,0,0.0151526865094705,0.045630317092034,0.113905856988861,0.019855111349611,0.15170789163722
2016010817,0,0.0308465403942791,0.0610982211910286,0.1800215594682,0.0295143547088812,0.11095406360424
2016010818,0,0.0790380473797559,0.118329466357309,0.330937836866691,0.0654682049906091,0.03698468786808
2016010819,0,0.124694903086863,0.163959783449343,0.430470715055695,0.10410517842769,0.00965842167255594
2016010802,0,0.0175492848859683,0.0549110595514308,0.163492633848365,0.0305876039710223,0.0857479387514722
2016010820,0,0.148241206030151,0.187935034802784,0.461731943945383,0.127180037563724,0.00871613663133096
2016010821,0,0.172218234027279,0.218870843000774,0.471433704635288,0.144083713442447,0.00753828032979977
2016010822,0,0.183129935391242,0.242072699149265,0.468199784405316,0.142742151864771,0.00824499411071849
2016010823,0,0.171163509856977,0.242072699149265,0.440891124685591,0.131473034612289,0.00753828032979977
2016010803,0,0.0173173560108233,0.045630317092034,0.12899748472871,0.0262946069224578,0.0998822143698468
2016010804,0,0.0130653266331658,0.0378963650425367,0.110312612288897,0.0214649852428227,0.115155084413035
2016010805,0,0.0148241206030151,0.0363495746326373,0.0941430111390588,0.0195867990340757,0.114487632508834
2016010806,0,0.0132972555083108,0.0394431554524362,0.110671936758894,0.0206600482962168,0.105535924617197
2016010807,0,0.0179468772433597,0.0479505027068832,0.154150197628459,0.0276361685001342,0.0777385159010601
2016010808,0,0.0229002153625269,0.0587780355761795,0.19403521379806,0.0303192916554869,0.0537102473498233
2016010809,0,0.0318018664752333,0.0649651972157773,0.191519942508085,0.0343439763885162,0.0600706713780918
2016010900,0,0.179983249581239,0.253673627223511,0.416457060725835,0.125033539039442,0.00753828032979977
2016010901,0,0.168140703517588,0.252126836813611,0.399928135106001,0.111081298631607,0.00683156654888103
2016010910,0,0.0389640510243526,0.163186388244393,0.263744160977363,0.0509793399517037,0.0332155477031803
2016010911,0,0.0422828427853554,0.160092807424594,0.266259432267338,0.0609068956265094,0.0459363957597172
2016010912,0,0.0537688442211055,0.146945088940448,0.260150916277399,0.0721760128789913,0.0621908127208481
2016010913,0,0.046105527638191,0.128383604021655,0.248293208767517,0.0794204453984438,0.0784452296819788
2016010914,0,0.0482412060301508,0.122196442382057,0.269134028027309,0.0729809498255971,0.0810365135453475
2016010915,0,0.0524623115577889,0.120649651972158,0.308659719726914,0.0641266434129326,0.0753828032979977
2016010916,0,0.0616654702081838,0.126063418406806,0.351060007186489,0.0711027636168501,0.0626619552414605
2016010917,0,0.0916726489590811,0.146171693735499,0.430111390585699,0.0829085055004024,0.0318021201413426
2016010918,0,0.127279253409907,0.194895591647332,0.499101688825011,0.0928360611752081,0.00777385159010601
2016010919,0,0.162167982770998,0.22815158546017,0.518505210204813,0.106519989267507,0.0073027090694935
2016010902,0,0.155778894472362,0.245939675174014,0.381602587136184,0.0998121813791252,0.00588928150765607
2016010920,0,0.180617372577172,0.258313998453209,0.524973050664752,0.126375100617118,0.00871613663133096
2016010921,0,0.223259152907394,0.295436968290796,0.559108875314409,0.16098738932117,0.00942285041224971
2016010922,1,0.258435032304379,0.348801237432328,0.573481854114266,0.160182452374564,0.0101295641931684
2016010923,1,0.252763819095477,0.395204949729312,0.562342795544376,0.155352830694929,0.00965842167255594
2016010903,0,0.129739607126542,0.270688321732406,0.37405677326626,0.103568553796619,0.00612485276796231
2016010904,0,0.123171412618649,0.28692962103635,0.365792310456342,0.0898846257043199,0.00989399293286218
2016010905,0,0.11926298157454,0.25986078886311,0.32806324110672,0.0708344513013147,0.00753828032979977
2016010906,0,0.126633165829146,0.222737819025522,0.310815666546892,0.055004024684733,0.00706713780918726
2016010907,0,0.0636515912897822,0.187935034802784,0.294286740927058,0.0480279044808159,0.00965842167255594
2016010908,0,0.0508793969849246,0.163959783449343,0.288178224937118,0.0359538502817278,0.0106007067137809
2016010909,0,0.0473199329983249,0.164733178654293,0.266259432267338,0.0431982828011807,0.0193168433451119
2016011000,0,0.228140703517588,0.408352668213457,0.521739130434785,0.15642607995707,0.0103651354534747
2016011001,0,0.16410624551328,0.327146171693736,0.425799496945742,0.12744834987926,0.0089517078916372
2016011010,0,0.0348887293610912,0.146945088940448,0.24505928853755,0.0635900187818622,0.0579505300353357
2016011011,0,0.0469490308686288,0.153905645784996,0.227452389507726,0.0839817547625436,0.0772673733804474
2016011012,0,0.0404020100502513,0.1415313225058,0.211642112827884,0.0818352562382616,0.0965842167255594
2016011013,0,0.0584741891274555,0.163186388244393,0.221343873517787,0.0963241212771667,0.0987043580683155
2016011014,0,0.0540394279087747,0.156225831399845,0.246496586417535,0.0901529380198553,0.089281507656066
2016011015,0,0.067767408470926,0.176334106728538,0.288178224937118,0.102495304534478,0.0694935217903416
2016011016,0,0.078391959798995,0.187935034802784,0.30901904419691,0.114837671049101,0.0588928150765607
2016011017,0,0.0844938980617373,0.190255220417633,0.343514193316565,0.117789106519989,0.0341578327444053
2016011018,0,0.0916726489590811,0.194895591647332,0.377650017966224,0.123691977461766,0.0134275618374558
2016011019,0,0.108686288585786,0.209590100541376,0.389507725476105,0.133619533136571,0.00824499411071849
2016011002,0,0.14802584350323,0.281515854601702,0.384117858426159,0.114032734102495,0.00848056537102472
2016011020,0,0.11356783919598,0.231245166279969,0.387711103126123,0.127180037563724,0.00777385159010601
2016011021,0,0.0901507537688442,0.211136890951277,0.364355012576357,0.110008049369466,0.0169611307420494
2016011022,0,0.0384924623115578,0.0912606341840681,0.227811713977722,0.0415884089079688,0.0779740871613661
2016011023,0,0.0252372975991066,0.065738592420727,0.168163851958319,0.0244164207137108,0.0996466431095405
2016011003,0,0.128040201005025,0.22969837587007,0.352137980596479,0.0955191843305609,0.00753828032979977
2016011004,0,0.262311557788945,0.188708430007734,0.30901904419691,0.0638583310973976,0.0071456615626227
2016011005,0,0.264321608040201,0.148491879350348,0.271649299317284,0.0440032197477865,0.0186101295641931
2016011006,0,0.0839195979899497,0.1430781129157,0.253323751347467,0.0378320364904748,0.0292108362779742
2016011007,0,0.0503768844221106,0.153905645784996,0.279913762127201,0.0421250335390395,0.0249705535924617
2016011008,0,0.0489721333942439,0.160866202629544,0.297879985627022,0.0552723370002684,0.0214369846878681
2016011009,0,0.0410514109006571,0.160092807424594,0.292849443047072,0.062516769519721,0.0325088339222616
2016011100,0,0.0226587482868889,0.0510440835266821,0.139777218828602,0.0222699221894285,0.116136631330977
2016011101,0,0.0188635485117897,0.0494972931167827,0.122170319798778,0.0230748591360344,0.119905771495878
2016011110,0,0.0208901651112707,0.0533642691415313,0.106719367588933,0.0252213576603167,0.132626619552414
2016011111,0,0.0194820255121763,0.0448569218870843,0.0694693975326388,0.0185135497719346,0.156419316843345
2016011112,0,0.014572864321608,0.0402165506573859,0.0651482904447331,0.0155621143010464,0.167255594817432
2016011113,0,0.00943177425589487,0.0386697602474865,0.0510240747394898,0.0147571773544406,0.177620730270907
2016011114,0,0.00915689558905638,0.0378963650425367,0.056413941789436,0.0118057418835525,0.178798586572438
2016011115,0,0.0108542713567839,0.0344458325896841,0.0612786423063101,0.0101339497636788,0.182658331068225
2016011116,0,0.0143022806339389,0.0394431554524362,0.0837226015091628,0.0128789911456936,0.171967020023557
2016011117,0,0.0203876525484566,0.0425367362722351,0.118936399568811,0.0150254896699759,0.148409893992933
2016011118,0,0.0224694903086863,0.0479505027068832,0.148760330578512,0.0169036758787229,0.126501766784452
2016011119,0,0.0255563531945441,0.0549110595514308,0.175709665828243,0.0238797960826402,0.10718492343934
2016011102,0,0.0218234027279253,0.0417633410672853,0.103844771828962,0.021733297558358,0.123203769140165
2016011120,0,0.0235463029432878,0.0494972931167827,0.145885734818541,0.0233431714515697,0.12414605418139
2016011121,0,0.0249820531227567,0.0502706883217324,0.142292490118577,0.023611483767105,0.122732626619552
2016011122,0,0.0218951902368988,0.0525908739365816,0.142292490118577,0.0257579822913872,0.118021201413427
2016011123,0,0.0210337401292175,0.0518174787316318,0.139777218828602,0.0254896699758519,0.115901060070671
2016011103,0,0.0219669777458723,0.0394431554524362,0.0930650377290696,0.0203917359806815,0.130270906949352
2016011104,0,0.0168700646087581,0.0386697602474865,0.0797700323392023,0.0174403005097934,0.136042402826855
2016011105,0,0.0142139267767408,0.0386697602474865,0.0700682716492994,0.0144888650389053,0.140164899882214
2016011106,0,0.0168534982605335,0.0425367362722351,0.0833632770391663,0.0177086128253287,0.139929328621908
2016011107,0,0.0141421392677674,0.0464037122969837,0.130794107078692,0.0214649852428227,0.113780918727915
2016011108,0,0.0151471643933956,0.0518174787316318,0.165648580668344,0.0238797960826402,0.0925795053003534
2016011109,0,0.0229002153625269,0.0595514307811292,0.151275601868487,0.0268312315535283,0.102944640753828
2016011200,0,0.0195979899497487,0.0533642691415313,0.138699245418613,0.0252213576603167,0.114252061248527
2016011201,0,0.0171767930561901,0.0533642691415313,0.121092346388789,0.0249530453447813,0.122025912838634
2016011210,0,0.0269203158650395,0.0773395204949729,0.140855192238592,0.0362221625972632,0.114487632508834
2016011211,0,0.0202680067001675,0.0644297697661967,0.108488349595069,0.0276361685001342,0.138044758539458
2016011212,0,0.0280569514237856,0.0541376643464811,0.0747394897592526,0.021733297558358,0.163722025912838
2016011213,0,0.0214709913202376,0.0518174787316318,0.0682716492993172,0.0202472601184702,0.173616018845701
2016011214,0,0.0230382682643989,0.048723897911833,0.0650377290693497,0.0174403005097934,0.177385159010601
2016011215,0,0.0239659837649787,0.0479505027068832,0.0733021918792669,0.0158304266165817,0.176678445229682
2016011216,0,0.0265945110166216,0.0433101314771848,0.0783327344592166,0.0147571773544406,0.17432273262662
2016011217,0,0.027494615936827,0.0425367362722351,0.0998922026590011,0.01422055272337,0.160188457008245
2016011218,0,0.026848528356066,0.0518174787316318,0.144448436938556,0.017976925140864,0.12979976442874
2016011219,0,0.0326246617703905,0.0649651972157773,0.209126841537909,0.0273678561845989,0.088339222614841
2016011202,0,0.0189279731993299,0.0511035754655244,0.104231736642804,0.0257373428824999,0.12735344749479
2016011220,0,0.0321608040201005,0.0781129156999226,0.245777937477542,0.0343439763885162,0.0593639575971731
2016011221,0,0.0348887293610912,0.0835266821345707,0.255479698167445,0.0399785350147572,0.0482921083627795
2016011222,0,0.0364901430228063,0.0850734725444702,0.25799496945742,0.0442715320633219,0.0480565371024736
2016011223,0,0.0267767408470926,0.0757927300850735,0.228530362917715,0.0394419103836868,0.0610129564193168
2016011203,0,0.015307305759567,0.0471771075019334,0.0980955803090193,0.0228065468204991,0.132391048292108
2016011204,0,0.0132328308207706,0.0471771075019335,0.0887531440891125,0.0206600482962168,0.138790734197094
2016011205,0,0.0127560881329726,0.0518174787316318,0.0998922026590011,0.0222699221894285,0.128621908127208
2016011206,0,0.0139789858382823,0.0572312451662799,0.126122888968739,0.0246847330292461,0.114016489988221
2016011207,0,0.0207465900933237,0.0711523588553751,0.185052102048149,0.0319291655486988,0.0803297997644288
2016011208,0,0.0299188248936993,0.0881670533642691,0.232842256557672,0.0359538502817278,0.0541813898704357
2016011209,0,0.037473079684135,0.0866202629543697,0.199425080848006,0.040515159645828,0.0753828032979977
2016011300,0,0.0276381909547739,0.0711523588553751,0.201221703197988,0.0356855379661928,0.0746760895170787
2016011301,0,0.0285714285714285,0.0618716163959783,0.164570607258355,0.0289777300778106,0.0963486454652531
2016011310,0,0.0581478822684853,0.149265274555297,0.28099173553719,0.0775422591896968,0.0410981244903507
2016011311,0,0.0547352145342095,0.122969837587007,0.241217280742973,0.0740541990877383,0.0876325088339223
2016011312,0,0.0505384063173008,0.104408352668213,0.201940352137981,0.0702978266702443,0.110482921083628
2016011313,0,0.0511844938980617,0.0873936581593194,0.160977362558391,0.0692245774081031,0.143462897526502
